algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Contagem,3000,3,2,2999,6007,0.023048
Balde,3000,3,2,6114,12122,0.124041
Radixsort C.,3000,3,2,0,54000,0.219657
Radixsort B.,3000,3,2,0,54000,0.372402
Bolha,3000,3,3,4498500,6744840,6.112100
Bolha c/ F.,3000,3,3,4491479,6744840,5.752758
Coquetel,3000,3,3,3369747,6744840,5.273844
Selecao,3000,3,3,4498500,8964,2.208435
Insercao,3000,3,3,2251275,2254278,1.398605
Shellsort,3000,3,3,47314,72799,0.159312
Mergesort,3000,3,3,30932,67467,0.146950
Quicksort,3000,3,3,62718,123807,0.221123
Heapsort,3000,3,3,58176,96261,0.186201
Contagem,3000,3,3,2999,6007,0.022699
Balde,3000,3,3,6114,12122,0.123203
Radixsort C.,3000,3,3,0,54000,0.207224
Radixsort B.,3000,3,3,0,54000,0.374358
Bolha,3500,1,1,6123250,0,2.924326
Bolha c/ F.,3500,1,1,3499,0,0.002444
Coquetel,3500,1,1,3499,0,0.003352
Selecao,3500,1,1,6123250,0,2.652357
Insercao,3500,1,1,3499,6998,0.002863
Shellsort,3500,1,1,28521,57042,0.021372
Mergesort,3500,1,1,20064,61468,0.036388
Quicksort,3500,1,1,74600,148163,0.195211
Heapsort,3500,1,1,74398,122094,0.158334
Contagem,3500,1,1,3499,10499,0.007963
Balde,3500,1,1,6999,17499,0.089608
Radixsort C.,3500,1,1,0,63000,0.243822
Radixsort B.,3500,1,1,0,63000,0.437846
Bolha,3500,1,2,6123250,0,2.924186
Bolha c/ F.,3500,1,2,3499,0,0.002374
Coquetel,3500,1,2,3499,0,0.002864
Selecao,3500,1,2,6123250,0,2.661926
Insercao,3500,1,2,3499,6998,0.004191
Shellsort,3500,1,2,28521,57042,0.021582
Mergesort,3500,1,2,20064,61468,0.036807
Quicksort,3500,1,2,74600,148163,0.190811
Heapsort,3500,1,2,74398,122094,0.157985
Contagem,3500,1,2,3499,10499,0.008171
Balde,3500,1,2,6999,17499,0.098060
Radixsort C.,3500,1,2,0,63000,0.401527
Radixsort B.,3500,1,2,0,63000,0.434074
Bolha,3500,1,3,6123250,0,2.935431
Bolha c/ F.,3500,1,3,3499,0,0.002375
Coquetel,3500,1,3,3499,0,0.002864
Selecao,3500,1,3,6123250,0,2.636154
Insercao,3500,1,3,3499,6998,0.002793
Shellsort,3500,1,3,28521,57042,0.021372
Mergesort,3500,1,3,20064,61468,0.036668
Quicksort,3500,1,3,74600,148163,0.186481
Heapsort,3500,1,3,74398,122094,0.159801
Contagem,3500,1,3,3499,10499,0.008032
Balde,3500,1,3,6999,17499,0.089608
Radixsort C.,3500,1,3,0,63000,0.231180
Radixsort B.,3500,1,3,0,63000,0.443084
Bolha,3500,2,1,6123250,18369750,10.442435
Bolha c/ F.,3500,2,1,6123250,18369750,10.441737
Coquetel,3500,2,1,6123250,18369750,10.352966
Selecao,3500,2,1,6123250,5250,3.054373
Insercao,3500,2,1,6123250,6130248,2.922301
Shellsort,3500,2,1,40844,72350,0.037156
Mergesort,3500,2,1,21340,82808,0.046236
Quicksort,3500,2,1,75248,151066,0.193954
Heapsort,3500,2,1,64302,106950,0.161966
Contagem,3500,2,1,3499,7000,0.008102
Balde,3500,2,1,6999,14000,0.075221
Radixsort C.,3500,2,1,0,63000,0.230692
Radixsort B.,3500,2,1,0,63000,0.440988
Bolha,3500,2,2,6123250,18369750,10.439362
Bolha c/ F.,3500,2,2,6123250,18369750,10.327474
Coquetel,3500,2,2,6123250,18369750,10.355411
Selecao,3500,2,2,6123250,5250,3.178973
Insercao,3500,2,2,6123250,6130248,2.920066
Shellsort,3500,2,2,40844,72350,0.037645
Mergesort,3500,2,2,21340,82808,0.046027
Quicksort,3500,2,2,75248,151066,0.197866
Heapsort,3500,2,2,64302,106950,0.157496
Contagem,3500,2,2,3499,7000,0.008032
Balde,3500,2,2,6999,14000,0.077177
Radixsort C.,3500,2,2,0,63000,0.230622
Radixsort B.,3500,2,2,0,63000,0.429255
Bolha,3500,2,3,6123250,18369750,10.445508
Bolha c/ F.,3500,2,3,6123250,18369750,10.387469
Coquetel,3500,2,3,6123250,18369750,10.366306
Selecao,3500,2,3,6123250,5250,3.054933
Insercao,3500,2,3,6123250,6130248,2.914059
Shellsort,3500,2,3,40844,72350,0.037785
Mergesort,3500,2,3,21340,82808,0.047214
Quicksort,3500,2,3,75248,151066,0.193675
Heapsort,3500,2,3,64302,106950,0.157985
Contagem,3500,2,3,3499,7000,0.008102
Balde,3500,2,3,6999,14000,0.075221
Radixsort C.,3500,2,3,0,63000,0.230901
Radixsort B.,3500,2,3,0,63000,0.428766
Bolha,3500,3,1,6123250,9022479,8.195586
Bolha c/ F.,3500,3,1,6119334,9022479,7.638169
Coquetel,3500,3,1,4489722,9022479,7.045133
Selecao,3500,3,1,6123250,10464,2.987394
Insercao,3500,3,1,3010983,3014491,1.471243
Shellsort,3500,3,1,56474,86702,0.189414
Mergesort,3500,3,1,36833,80211,0.178449
Quicksort,3500,3,1,67881,137449,0.265263
Heapsort,3500,3,1,69498,114744,0.230970
Contagem,3500,3,1,3499,7007,0.072358
Balde,3500,3,1,7140,14148,0.142201
Radixsort C.,3500,3,1,0,63000,0.256673
Radixsort B.,3500,3,1,0,63000,0.434074
Bolha,3500,3,2,6123250,9022479,8.214444
Bolha c/ F.,3500,3,2,6119334,9022479,7.969155
Coquetel,3500,3,2,4489722,9022479,7.132226
Selecao,3500,3,2,6123250,10464,2.962181
Insercao,3500,3,2,3010983,3014491,1.438905
Shellsort,3500,3,2,56474,86702,0.196608
Mergesort,3500,3,2,36833,80211,0.169439
Quicksort,3500,3,2,67881,137449,0.274413
Heapsort,3500,3,2,69498,114744,0.219517
Contagem,3500,3,2,3499,7007,0.072567
Balde,3500,3,2,7140,14148,0.142270
Radixsort C.,3500,3,2,0,63000,0.240889
Radixsort B.,3500,3,2,0,63000,0.445877
Bolha,3500,3,3,6123250,9022479,8.202640
Bolha c/ F.,3500,3,3,6119334,9022479,7.707035
Coquetel,3500,3,3,4489722,9022479,7.135020
Selecao,3500,3,3,6123250,10464,3.019732
Insercao,3500,3,3,3010983,3014491,1.443376
Shellsort,3500,3,3,56474,86702,0.188786
Mergesort,3500,3,3,36833,80211,0.169719
Quicksort,3500,3,3,67881,137449,0.264286
Heapsort,3500,3,3,69498,114744,0.221822
Contagem,3500,3,3,3499,7007,0.073056
Balde,3500,3,3,7140,14148,0.142200
Radixsort C.,3500,3,3,0,63000,0.251016
Radixsort B.,3500,3,3,0,63000,0.444900
Bolha,4000,1,1,7998000,0,3.836196
Bolha c/ F.,4000,1,1,3999,0,0.002375
Coquetel,4000,1,1,3999,0,0.003352
Selecao,4000,1,1,7998000,0,3.443539
Insercao,4000,1,1,3999,7998,0.003352
Shellsort,4000,1,1,33083,66166,0.024305
Mergesort,4000,1,1,23728,71632,0.040509
Quicksort,4000,1,1,85493,170165,0.228107
Heapsort,4000,1,1,86286,141426,0.178449
Contagem,4000,1,1,3999,11999,0.009219
Balde,4000,1,1,7999,19999,0.143667
Radixsort C.,4000,1,1,0,72000,0.266591
Radixsort B.,4000,1,1,0,72000,0.473326
Bolha,4000,1,2,7998000,0,3.800646
Bolha c/ F.,4000,1,2,3999,0,0.002375
Coquetel,4000,1,2,3999,0,0.003352
Selecao,4000,1,2,7998000,0,3.451501
Insercao,4000,1,2,3999,7998,0.002793
Shellsort,4000,1,2,33083,66166,0.024864
Mergesort,4000,1,2,23728,71632,0.039880
Quicksort,4000,1,2,85493,170165,0.216094
Heapsort,4000,1,2,86286,141426,0.177332
Contagem,4000,1,2,3999,11999,0.017530
Balde,4000,1,2,7999,19999,0.110072
Radixsort C.,4000,1,2,0,72000,0.259187
Radixsort B.,4000,1,2,0,72000,0.480450
Bolha,4000,1,3,7998000,0,3.814964
Bolha c/ F.,4000,1,3,3999,0,0.002375
Coquetel,4000,1,3,3999,0,0.003422
Selecao,4000,1,3,7998000,0,3.457648
Insercao,4000,1,3,3999,7998,0.002934
Shellsort,4000,1,3,33083,66166,0.024725
Mergesort,4000,1,3,23728,71632,0.043302
Quicksort,4000,1,3,85493,170165,0.216863
Heapsort,4000,1,3,86286,141426,0.179357
Contagem,4000,1,3,3999,11999,0.009080
Balde,4000,1,3,7999,19999,0.108956
Radixsort C.,4000,1,3,0,72000,0.271410
Radixsort B.,4000,1,3,0,72000,0.480589
Bolha,4000,2,1,7998000,23994000,13.599548
Bolha c/ F.,4000,2,1,7998000,23994000,13.603808
Coquetel,4000,2,1,7998000,23994000,13.522580
Selecao,4000,2,1,7998000,6000,3.969317
Insercao,4000,2,1,7998000,8005998,3.799388
Shellsort,4000,2,1,46975,82552,0.040648
Mergesort,4000,2,1,24176,95808,0.050008
Quicksort,4000,2,1,89141,177293,0.216373
Heapsort,4000,2,1,74874,124308,0.183477
Contagem,4000,2,1,3999,8000,0.009079
Balde,4000,2,1,7999,16000,0.083253
Radixsort C.,4000,2,1,0,72000,0.266731
Radixsort B.,4000,2,1,0,72000,0.477587
Bolha,4000,2,2,7998000,23994000,13.531521
Bolha c/ F.,4000,2,2,7998000,23994000,13.425708
Coquetel,4000,2,2,7998000,23994000,13.603109
Selecao,4000,2,2,7998000,6000,3.925037
Insercao,4000,2,2,7998000,8005998,3.820621
Shellsort,4000,2,2,46975,82552,0.044979
Mergesort,4000,2,2,24176,95808,0.050147
Quicksort,4000,2,2,94464,186283,0.209809
Heapsort,4000,2,2,74874,124308,0.181173
Contagem,4000,2,2,3999,8000,0.009079
Balde,4000,2,2,7999,16000,0.084440
Radixsort C.,4000,2,2,0,72000,0.274693
Radixsort B.,4000,2,2,0,72000,0.485688
Bolha,4000,2,3,7998000,23994000,13.548911
Bolha c/ F.,4000,2,3,7998000,23994000,13.432134
Coquetel,4000,2,3,7998000,23994000,13.528447
Selecao,4000,2,3,7998000,6000,4.059624
Insercao,4000,2,3,7998000,8005998,3.816640
Shellsort,4000,2,3,46975,82552,0.044979
Mergesort,4000,2,3,24176,95808,0.050776
Quicksort,4000,2,3,94464,186283,0.213510
Heapsort,4000,2,3,74874,124308,0.181592
Contagem,4000,2,3,3999,8000,0.008800
Balde,4000,2,3,7999,16000,0.122784
Radixsort C.,4000,2,3,0,72000,0.275112
Radixsort B.,4000,2,3,0,72000,0.488971
Bolha,4000,3,1,7998000,11836458,10.918694
Bolha c/ F.,4000,3,1,7997054,11836458,10.205388
Coquetel,4000,3,1,6018945,11836458,9.386549
Selecao,4000,3,1,7998000,11976,3.917842
Insercao,4000,3,1,3949477,3953484,1.898681
Shellsort,4000,3,1,65943,100889,0.235091
Mergesort,4000,3,1,42798,93217,0.196888
Quicksort,4000,3,1,82828,167105,0.304655
Heapsort,4000,3,1,80586,132876,0.249549
Contagem,4000,3,1,3999,8005,0.083881
Balde,4000,3,1,8153,16159,0.165807
Radixsort C.,4000,3,1,0,72000,0.275321
Radixsort B.,4000,3,1,0,72000,0.496513
Bolha,4000,3,2,7998000,11836458,10.818399
Bolha c/ F.,4000,3,2,7997054,11836458,10.244011
Coquetel,4000,3,2,6018945,11836458,9.590560
Selecao,4000,3,2,7998000,11976,3.966733
Insercao,4000,3,2,3949477,3953484,1.899310
Shellsort,4000,3,2,65943,100889,0.218609
Mergesort,4000,3,2,42798,93217,0.197516
Quicksort,4000,3,2,82828,167105,0.299557
Heapsort,4000,3,2,80586,132876,0.249409
Contagem,4000,3,2,3999,8005,0.083113
Balde,4000,3,2,8153,16159,0.161757
Radixsort C.,4000,3,2,0,72000,0.271410
Radixsort B.,4000,3,2,0,72000,0.497422
Bolha,4000,3,3,7998000,11836458,10.870642
Bolha c/ F.,4000,3,3,7997054,11836458,10.225851
Coquetel,4000,3,3,6018945,11836458,9.406035
Selecao,4000,3,3,7998000,11976,3.888648
Insercao,4000,3,3,3949477,3953484,1.902313
Shellsort,4000,3,3,65943,100889,0.216024
Mergesort,4000,3,3,42798,93217,0.197027
Quicksort,4000,3,3,82828,167105,0.292503
Heapsort,4000,3,3,80586,132876,0.249130
Contagem,4000,3,3,3999,8005,0.081995
Balde,4000,3,3,8153,16159,0.158404
Radixsort C.,4000,3,3,0,72000,0.279511
Radixsort B.,4000,3,3,0,72000,0.496793
Bolha,4500,1,1,10122750,0,4.827338
Bolha c/ F.,4500,1,1,4499,0,0.002444
Coquetel,4500,1,1,4499,0,0.003422
Selecao,4500,1,1,10122750,0,4.356596
Insercao,4500,1,1,4499,8998,0.003353
Shellsort,4500,1,1,38083,76166,0.028146
Mergesort,4500,1,1,26660,81468,0.047423
Quicksort,4500,1,1,96849,190497,0.243613
Heapsort,4500,1,1,98966,161946,0.202475
Contagem,4500,1,1,4499,13499,0.010407
Balde,4500,1,1,8999,22499,0.118943
Radixsort C.,4500,1,1,0,81000,0.296624
Radixsort B.,4500,1,1,0,81000,0.562306
Bolha,4500,1,2,10122750,0,4.838373
Bolha c/ F.,4500,1,2,4499,0,0.002444
Coquetel,4500,1,2,4499,0,0.003841
Selecao,4500,1,2,10122750,0,4.355828
Insercao,4500,1,2,4499,8998,0.003772
Shellsort,4500,1,2,38083,76166,0.028146
Mergesort,4500,1,2,26660,81468,0.048052
Quicksort,4500,1,2,96849,190497,0.239142
Heapsort,4500,1,2,98966,161946,0.204221
Contagem,4500,1,2,4499,13499,0.009918
Balde,4500,1,2,8999,22499,0.119711
Radixsort C.,4500,1,2,0,81000,0.296624
Radixsort B.,4500,1,2,0,81000,0.561678
Bolha,4500,1,3,10122750,0,5.011444
Bolha c/ F.,4500,1,3,4499,0,0.002863
Coquetel,4500,1,3,4499,0,0.003353
Selecao,4500,1,3,10122750,0,4.363162
Insercao,4500,1,3,4499,8998,0.003422
Shellsort,4500,1,3,38083,76166,0.028146
Mergesort,4500,1,3,26660,81468,0.047633
Quicksort,4500,1,3,96849,190497,0.239561
Heapsort,4500,1,3,98966,161946,0.203103
Contagem,4500,1,3,4499,13499,0.010407
Balde,4500,1,3,8999,22499,0.119851
Radixsort C.,4500,1,3,0,81000,0.304864
Radixsort B.,4500,1,3,0,81000,0.565379
Bolha,4500,2,1,10122750,30368250,17.278946
Bolha c/ F.,4500,2,1,10122750,30368250,17.243186
Coquetel,4500,2,1,10122750,30368250,17.136256
Selecao,4500,2,1,10122750,6750,5.190591
Insercao,4500,2,1,10122750,10131748,4.821540
Shellsort,4500,2,1,53205,93792,0.044979
Mergesort,4500,2,1,28148,109616,0.067748
Quicksort,4500,2,1,97333,197298,0.238304
Heapsort,4500,2,1,85618,141924,0.210158
Contagem,4500,2,1,4499,9000,0.009918
Balde,4500,2,1,8999,18000,0.109654
Radixsort C.,4500,2,1,0,81000,0.298090
Radixsort B.,4500,2,1,0,81000,0.566636
Bolha,4500,2,2,10122750,30368250,17.227891
Bolha c/ F.,4500,2,2,10122750,30368250,17.061944
Coquetel,4500,2,2,10122750,30368250,17.105526
Selecao,4500,2,2,10122750,6750,4.911149
Insercao,4500,2,2,10122750,10131748,4.812182
Shellsort,4500,2,2,53205,93792,0.045398
Mergesort,4500,2,2,28148,109616,0.060065
Quicksort,4500,2,2,97333,197298,0.243263
Heapsort,4500,2,2,85618,141924,0.205757
Contagem,4500,2,2,4499,9000,0.010127
Balde,4500,2,2,8999,18000,0.098339
Radixsort C.,4500,2,2,0,81000,0.297671
Radixsort B.,4500,2,2,0,81000,0.556159
Bolha,4500,2,3,10122750,30368250,17.213434
Bolha c/ F.,4500,2,3,10122750,30368250,17.145476
Coquetel,4500,2,3,10122750,30368250,17.102033
Selecao,4500,2,3,10122750,6750,4.936921
Insercao,4500,2,3,10122750,10131748,4.801426
Shellsort,4500,2,3,53205,93792,0.046236
Mergesort,4500,2,3,28148,109616,0.061532
Quicksort,4500,2,3,97333,197298,0.240679
Heapsort,4500,2,3,85618,141924,0.197726
Contagem,4500,2,3,4499,9000,0.009988
Balde,4500,2,3,8999,18000,0.092542
Radixsort C.,4500,2,3,0,81000,0.298928
Radixsort B.,4500,2,3,0,81000,0.580954
Bolha,4500,3,1,10122750,15171450,13.929765
Bolha c/ F.,4500,3,1,10114622,15171450,13.076912
Coquetel,4500,3,1,7648550,15171450,12.220707
Selecao,4500,3,1,10122750,13464,4.855694
Insercao,4500,3,1,5061644,5066148,2.689304
Shellsort,4500,3,1,75906,116061,0.251714
Mergesort,4500,3,1,48930,106359,0.222310
Quicksort,4500,3,1,99314,200344,0.327424
Heapsort,4500,3,1,92370,152052,0.296484
Contagem,4500,3,1,4499,9008,0.091634
Balde,4500,3,1,9192,18201,0.183547
Radixsort C.,4500,3,1,0,81000,0.310661
Radixsort B.,4500,3,1,0,81000,0.567265
Bolha,4500,3,2,10122750,15257301,13.805234
Bolha c/ F.,4500,3,2,10119009,15257301,13.032353
Coquetel,4500,3,2,7695044,15257301,12.443995
Selecao,4500,3,2,10122750,13479,4.841376
Insercao,4500,3,2,5090254,5094765,2.435984
Shellsort,4500,3,2,76571,116701,0.252622
Mergesort,4500,3,2,49010,106368,0.223777
Quicksort,4500,3,2,95646,188341,0.330846
Heapsort,4500,3,2,92376,152061,0.288591
Contagem,4500,3,2,4499,9012,0.091634
Balde,4500,3,2,9208,18221,0.190531
Radixsort C.,4500,3,2,0,81000,0.310661
Radixsort B.,4500,3,2,0,81000,0.561747
Bolha,4500,3,3,10122750,15257301,13.888557
Bolha c/ F.,4500,3,3,10119009,15257301,12.945538
Coquetel,4500,3,3,7695044,15257301,12.304449
Selecao,4500,3,3,10122750,13479,4.865542
Insercao,4500,3,3,5090254,5094765,2.433889
Shellsort,4500,3,3,76571,116701,0.251086
Mergesort,4500,3,3,49010,106368,0.222590
Quicksort,4500,3,3,95646,188341,0.325189
Heapsort,4500,3,3,92376,152061,0.283841
Contagem,4500,3,3,4499,9012,0.091075
Balde,4500,3,3,9208,18221,0.201288
Radixsort C.,4500,3,3,0,81000,0.310382
Radixsort B.,4500,3,3,0,81000,0.556159
Bolha,5000,1,1,12497500,0,5.949854
Bolha c/ F.,5000,1,1,4999,0,0.002794
Coquetel,5000,1,1,4999,0,0.004260
Selecao,5000,1,1,12497500,0,5.347528
Insercao,5000,1,1,4999,9998,0.003772
Shellsort,5000,1,1,43083,86166,0.031988
Mergesort,5000,1,1,29804,91612,0.052452
Quicksort,5000,1,1,118389,233191,0.288591
Heapsort,5000,1,1,111866,182796,0.229713
Contagem,5000,1,1,4999,14999,0.011105
Balde,5000,1,1,9999,24999,0.139616
Radixsort C.,5000,1,1,0,90000,0.330078
Radixsort B.,5000,1,1,0,90000,0.622720
Bolha,5000,1,2,12497500,0,5.961867
Bolha c/ F.,5000,1,2,4999,0,0.002794
Coquetel,5000,1,2,4999,0,0.003911
Selecao,5000,1,2,12497500,0,5.365618
Insercao,5000,1,2,4999,9998,0.003352
Shellsort,5000,1,2,43083,86166,0.031918
Mergesort,5000,1,2,29804,91612,0.053220
Quicksort,5000,1,2,118389,233191,0.280000
Heapsort,5000,1,2,111866,182796,0.228806
Contagem,5000,1,2,4999,14999,0.010825
Balde,5000,1,2,9999,24999,0.140594
Radixsort C.,5000,1,2,0,90000,0.330008
Radixsort B.,5000,1,2,0,90000,0.644022
Bolha,5000,1,3,12497500,0,6.243125
Bolha c/ F.,5000,1,3,4999,0,0.002864
Coquetel,5000,1,3,4999,0,0.003842
Selecao,5000,1,3,12497500,0,5.367713
Insercao,5000,1,3,4999,9998,0.003842
Shellsort,5000,1,3,43083,86166,0.031918
Mergesort,5000,1,3,29804,91612,0.052243
Quicksort,5000,1,3,118389,233191,0.281537
Heapsort,5000,1,3,111866,182796,0.231460
Contagem,5000,1,3,4999,14999,0.011244
Balde,5000,1,3,9999,24999,0.137661
Radixsort C.,5000,1,3,0,90000,0.329939
Radixsort B.,5000,1,3,0,90000,0.619717
Bolha,5000,2,1,12497500,37492500,21.274663
Bolha c/ F.,5000,2,1,12497500,37492500,21.074772
Coquetel,5000,2,1,12497500,37492500,21.110951
Selecao,5000,2,1,12497500,7500,6.494420
Insercao,5000,2,1,12497500,12507498,5.946432
Shellsort,5000,2,1,59848,105208,0.055874
Mergesort,5000,2,1,32004,123616,0.067748
Quicksort,5000,2,1,121540,237517,0.302420
Heapsort,5000,2,1,96874,160308,0.231878
Contagem,5000,2,1,4999,10000,0.010895
Balde,5000,2,1,9999,20000,0.110562
Radixsort C.,5000,2,1,0,90000,0.328611
Radixsort B.,5000,2,1,0,90000,0.627190
Bolha,5000,2,2,12497500,37492500,21.329490
Bolha c/ F.,5000,2,2,12497500,37492500,21.336544
Coquetel,5000,2,2,12497500,37492500,21.143917
Selecao,5000,2,2,12497500,7500,5.969480
Insercao,5000,2,2,12497500,12507498,5.936654
Shellsort,5000,2,2,59848,105208,0.057202
Mergesort,5000,2,2,32004,123616,0.068097
Quicksort,5000,2,2,121540,237517,0.301862
Heapsort,5000,2,2,96874,160308,0.232926
Contagem,5000,2,2,4999,10000,0.010895
Balde,5000,2,2,9999,20000,0.110282
Radixsort C.,5000,2,2,0,90000,0.328821
Radixsort B.,5000,2,2,0,90000,0.625094
Bolha,5000,2,3,12497500,37492500,21.352398
Bolha c/ F.,5000,2,3,12497500,37492500,21.305533
Coquetel,5000,2,3,12497500,37492500,21.143148
Selecao,5000,2,3,12497500,7500,5.973391
Insercao,5000,2,3,12497500,12507498,5.949226
Shellsort,5000,2,3,59848,105208,0.055875
Mergesort,5000,2,3,32004,123616,0.067189
Quicksort,5000,2,3,121540,237517,0.293620
Heapsort,5000,2,3,96874,160308,0.230343
Contagem,5000,2,3,4999,10000,0.011384
Balde,5000,2,3,9999,20000,0.123063
Radixsort C.,5000,2,3,0,90000,0.329240
Radixsort B.,5000,2,3,0,90000,0.624815
Bolha,5000,3,1,12497500,18892662,17.281180
Bolha c/ F.,5000,3,1,12489997,18892662,16.178011
Coquetel,5000,3,1,9438399,18892662,15.370696
Selecao,5000,3,1,12497500,14973,5.981144
Insercao,5000,3,1,6302548,6307552,3.005972
Shellsort,5000,3,1,86232,131606,0.282445
Mergesort,5000,3,1,55193,119602,0.256673
Quicksort,5000,3,1,111841,226929,0.364650
Heapsort,5000,3,1,104174,171258,0.327215
Contagem,5000,3,1,4999,10003,0.108676
Balde,5000,3,1,10200,20204,0.202265
Radixsort C.,5000,3,1,0,90000,0.352987
Radixsort B.,5000,3,1,0,90000,0.634454
Bolha,5000,3,2,12497500,18892662,17.271961
Bolha c/ F.,5000,3,2,12489997,18892662,16.100834
Coquetel,5000,3,2,9438399,18892662,15.571493
Selecao,5000,3,2,12497500,14973,5.976185
Insercao,5000,3,2,6302548,6307552,3.017287
Shellsort,5000,3,2,86232,131606,0.283842
Mergesort,5000,3,2,55193,119602,0.249968
Quicksort,5000,3,2,111841,226929,0.382670
Heapsort,5000,3,2,104174,171258,0.326935
Contagem,5000,3,2,4999,10003,0.100085
Balde,5000,3,2,10200,20204,0.202266
Radixsort C.,5000,3,2,0,90000,0.356549
Radixsort B.,5000,3,2,0,90000,0.628237
Bolha,5000,3,3,12497500,18911796,17.429736
Bolha c/ F.,5000,3,3,12490945,18911796,16.236678
Coquetel,5000,3,3,9519480,18911796,15.460024
Selecao,5000,3,3,12497500,14985,5.988826
Insercao,5000,3,3,6308918,6313930,3.014633
Shellsort,5000,3,3,86212,131636,0.292503
Mergesort,5000,3,3,55256,119692,0.248781
Quicksort,5000,3,3,112601,231605,0.390143
Heapsort,5000,3,3,104290,171432,0.320719
Contagem,5000,3,3,4999,10008,0.108815
Balde,5000,3,3,10191,20200,0.201497
Radixsort C.,5000,3,3,0,90000,0.344815
Radixsort B.,5000,3,3,0,90000,0.719383
Bolha,5500,1,1,15122250,0,7.486050
Bolha c/ F.,5500,1,1,5499,0,0.002934
Coquetel,5500,1,1,5499,0,0.004260
Selecao,5500,1,1,15122250,0,6.488762
Insercao,5500,1,1,5499,10998,0.004260
Shellsort,5500,1,1,48083,96166,0.035271
Mergesort,5500,1,1,33052,101860,0.057132
Quicksort,5500,1,1,125422,256075,0.303258
Heapsort,5500,1,1,124770,203652,0.251435
Contagem,5500,1,1,5499,16499,0.012711
Balde,5500,1,1,10999,27499,0.108326
Radixsort C.,5500,1,1,0,99000,0.376733
Radixsort B.,5500,1,1,0,99000,0.693820
Bolha,5500,1,2,15122250,0,7.295030
Bolha c/ F.,5500,1,2,5499,0,0.002933
Coquetel,5500,1,2,5499,0,0.004260
Selecao,5500,1,2,15122250,0,6.495398
Insercao,5500,1,2,5499,10998,0.004330
Shellsort,5500,1,2,48083,96166,0.035411
Mergesort,5500,1,2,33052,101860,0.056294
Quicksort,5500,1,2,125422,256075,0.301931
Heapsort,5500,1,2,124770,203652,0.254298
Contagem,5500,1,2,5499,16499,0.011943
Balde,5500,1,2,10999,27499,0.108327
Radixsort C.,5500,1,2,0,99000,0.363184
Radixsort B.,5500,1,2,0,99000,0.678455
Bolha,5500,1,3,15122250,0,7.506724
Bolha c/ F.,5500,1,3,5499,0,0.002933
Coquetel,5500,1,3,5499,0,0.004679
Selecao,5500,1,3,15122250,0,6.489252
Insercao,5500,1,3,5499,10998,0.004400
Shellsort,5500,1,3,48083,96166,0.035271
Mergesort,5500,1,3,33052,101860,0.057690
Quicksort,5500,1,3,125422,256075,0.304166
Heapsort,5500,1,3,124770,203652,0.251225
Contagem,5500,1,3,5499,16499,0.011943
Balde,5500,1,3,10999,27499,0.108606
Radixsort C.,5500,1,3,0,99000,0.374637
Radixsort B.,5500,1,3,0,99000,0.694519
Bolha,5500,2,1,15122250,45366750,25.828146
Bolha c/ F.,5500,2,1,15122250,45366750,25.803072
Coquetel,5500,2,1,15122250,45366750,25.657938
Selecao,5500,2,1,15122250,8250,7.154296
Insercao,5500,2,1,15122250,15133248,7.196971
Shellsort,5500,2,1,67797,118700,0.061532
Mergesort,5500,2,1,35756,137616,0.073335
Quicksort,5500,2,1,131954,253950,0.311081
Heapsort,5500,2,1,108082,178620,0.253320
Contagem,5500,2,1,5499,11000,0.011733
Balde,5500,2,1,10999,22000,0.116568
Radixsort C.,5500,2,1,0,99000,0.365349
Radixsort B.,5500,2,1,0,99000,0.871711
Bolha,5500,2,2,15122250,45366750,25.776252
Bolha c/ F.,5500,2,2,15122250,45366750,25.715838
Coquetel,5500,2,2,15122250,45366750,25.600946
Selecao,5500,2,2,15122250,8250,7.268769
Insercao,5500,2,2,15122250,15133248,7.174900
Shellsort,5500,2,2,67797,118700,0.061950
Mergesort,5500,2,2,35756,137616,0.076338
Quicksort,5500,2,2,131954,253950,0.321278
Heapsort,5500,2,2,108082,178620,0.258559
Contagem,5500,2,2,5499,11000,0.012083
Balde,5500,2,2,10999,22000,0.128301
Radixsort C.,5500,2,2,0,99000,0.361577
Radixsort B.,5500,2,2,0,99000,0.697382
Bolha,5500,2,3,15122250,45366750,25.834641
Bolha c/ F.,5500,2,3,15122250,45366750,25.784004
Coquetel,5500,2,3,15122250,45366750,25.577339
Selecao,5500,2,3,15122250,8250,7.390785
Insercao,5500,2,3,15122250,15133248,7.184538
Shellsort,5500,2,3,67797,118700,0.062020
Mergesort,5500,2,3,35756,137616,0.073335
Quicksort,5500,2,3,131954,253950,0.312687
Heapsort,5500,2,3,108082,178620,0.256673
Contagem,5500,2,3,5499,11000,0.011943
Balde,5500,2,3,10999,22000,0.130117
Radixsort C.,5500,2,3,0,99000,0.361787
Radixsort B.,5500,2,3,0,99000,0.687185
Bolha,5500,3,1,15122250,22940841,21.330746
Bolha c/ F.,5500,3,1,15115347,22940841,19.820182
Coquetel,5500,3,1,11532390,22940841,19.264930
Selecao,5500,3,1,15122250,16467,7.145566
Insercao,5500,3,1,7652438,7657945,3.647759
Shellsort,5500,3,1,95310,145924,0.311919
Mergesort,5500,3,1,61477,133187,0.284261
Quicksort,5500,3,1,119467,243775,0.421572
Heapsort,5500,3,1,116116,190671,0.355990
